Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
2284	3.866583131	0.26
2285	3.8665105	0.26
2286	3.866035859	0.26
2287	3.863293636	0.26
2288	3.858254	0.26
2289	3.850190404	0.26
2290	3.828257475	0.26
2291	3.7930315	0.26
2292	3.751517273	0.26
2293	3.703759697	0.26
2294	3.650042	0.26
2295	3.592729293	0.26
2296	3.5348974	0.26
2297	3.478387576	0.26
2298	3.428676768	0.26
2299	3.3902804	0.26
2300	3.358176667	0.26
2301	3.330991818	0.26
2302	3.3113378	0.26
2303	3.299802424	0.26
2304	3.2971022	0.26
2305	3.300257677	0.26
2306	3.30803303	0.26
2307	3.3219205	0.26
2308	3.342649293	0.26
2309	3.370371515	0.26
2310	3.4059417	0.26
2311	3.449494242	0.26
2312	3.4943316	0.26
2313	3.534839899	0.26
2314	3.569961414	0.26
2315	3.5964126	0.26
2316	3.614713636	0.26
2317	3.627638889	0.26
2318	3.6357004	0.26
2319	3.640221515	0.26
2320	3.641321	0.26
2321	3.637634545	0.26
2322	3.630792929	0.26
2323	3.6225516	0.26
2324	3.611355556	0.26
2325	3.599545455	0.26
2326	3.5910964	0.26
2327	3.583949697	0.26
2328	3.5787282	0.26
2329	3.576222929	0.26
2330	3.573064545	0.26
2331	3.5665412	0.26
2332	3.555111414	0.26
2333	3.537603838	0.26
2334	3.5125718	0.26
2335	3.47845	0.26
2336	3.436352525	0.26
2337	3.3929136	0.26
2338	3.35232404	0.26
2339	3.3153673	0.26
2340	3.282765455	0.26
2341	3.255679596	0.26
2342	3.2352021	0.26
2343	3.220165354	0.26
2344	3.209782727	0.26
2345	3.2051227	0.26
2346	3.208063232	0.26
2347	3.2231566	0.26
2348	3.256334242	0.26
2349	3.309076667	0.26
2350	3.3751324	0.26
2351	3.447010202	0.26
2352	3.517343333	0.26
2353	3.5807838	0.26
2354	3.635660606	0.26
2355	3.6794544	0.26
2356	3.715462828	0.26
2357	3.74517596	0.26
2358	3.7658666	0.26
2359	3.776183636	0.26
2360	3.774880404	0.26
2361	3.7647716	0.26
2362	3.750235859	0.26
2363	3.7340172	0.26
2364	3.719986364	0.26
2365	3.710265657	0.26
2366	3.7039088	0.26
2367	3.700491313	0.26
2368	3.699045455	0.26
2369	3.694984	0.26
2370	3.686005556	0.26
2371	3.6706744	0.26
2372	3.648152323	0.26
2373	3.619547273	0.26
2374	3.5878091	0.26
2375	3.553236263	0.26
2376	3.514997475	0.26
2377	3.4723193	0.26
2378	3.425139697	0.26
2379	3.378375859	0.26
2380	3.3364535	0.26
2381	3.301532626	0.26
2382	3.2768028	0.26
2383	3.259936667	0.26
2384	3.247437475	0.26
2385	3.2382622	0.26
2386	3.235100404	0.26
2387	3.23866	0.26
2388	3.24867	0.26
2389	3.267931	0.26
2390	3.294097172	0.26
2391	3.326917576	0.26
2392	3.3647916	0.26
2393	3.402381818	0.26
2394	3.435670303	0.26
2395	3.466101	0.26
2396	3.489960505	0.26
2397	3.5066484	0.26
2398	3.518023333	0.26
2399	3.525058182	0.26
2400	3.5295376	0.26
2401	3.533199192	0.26
2402	3.536163636	0.26
2403	3.538603	0.26
2404	3.538283535	0.26
2405	3.5344718	0.26
2406	3.527236667	0.26
2407	3.514230606	0.26
2408	3.4947326	0.26
2409	3.470579293	0.26
2410	3.44489	0.26
2411	3.4168855	0.26
2412	3.389308485	0.26
2413	3.3647304	0.26
2414	3.342484545	0.26
2415	3.320896566	0.26
2416	3.3015262	0.26
2417	3.285888182	0.26
2418	3.274509697	0.26
2419	3.267398	0.26
2420	3.265747172	0.26
2421	3.269588788	0.26
2422	3.2798802	0.26
2423	3.297962222	0.26
2424	3.3236444	0.26
2425	3.356260909	0.26
2426	3.393322727	0.26
2427	3.4303975	0.26
2428	3.468687475	0.26
2429	3.512012121	0.26
2430	3.5673576	0.26
2431	3.643769091	0.26
2432	3.740956	0.26
2433	3.844442626	0.26
2434	3.937855253	0.26
2435	4.010468	0.26
2436	4.060662727	0.26
2437	4.090555152	0.26
2438	4.104552	0.26
2439	4.107812323	0.26
2440	4.1004479	0.26
2441	4.086213333	0.26
2442	4.067217778	0.26
2443	4.045527	0.26
2444	4.022187273	0.26
2445	3.998216364	0.26
2446	3.9735307	0.26
2447	3.945748384	0.26
2448	3.9080052	0.26
2449	3.861634646	0.26
2450	3.816682121	0.26
2451	3.776766	0.26
2452	3.73861202	0.26
2453	3.697096061	0.26
2454	3.6516908	0.26
2455	3.603188182	0.26
2456	3.5511349	0.26
2457	3.497119394	0.26
2458	3.443891111	0.26
2459	3.3923285	0.26
2460	3.34536	0.26
2461	3.308877172	0.26
2462	3.281539	0.26
2463	3.262329899	0.26
2464	3.251738788	0.26
2465	3.2472074	0.26
2466	3.246092121	0.26
2467	3.24835	0.26
2468	3.25421899	0.26
2469	3.267565152	0.26
2470	3.2904296	0.26
2471	3.323051515	0.26
2472	3.368569596	0.26
2473	3.4251012	0.26
2474	3.487400909	0.26
2475	3.55097	0.26
2476	3.611971111	0.26
2477	3.667230505	0.26
2478	3.7163018	0.26
2479	3.762925152	0.26
2480	3.810597071	0.26
2481	3.8596555	0.26
2482	3.907892424	0.26
2483	3.952848	0.26
2484	3.990967879	0.26
2485	4.017271515	0.26
2486	4.0272488	0.26
2487	4.016743838	0.26
2488	3.985329091	0.26
2489	3.9391432	0.26
2490	3.883482727	0.26
2491	3.8226925	0.26
2492	3.759600404	0.26
2493	3.695946667	0.26
2494	3.6339795	0.26
2495	3.574134646	0.26
2496	3.516800909	0.26
2497	3.4628956	0.26
2498	3.413949697	0.26
2499	3.372767	0.26
2500	3.341448586	0.26
2501	3.324219293	0.26
2502	3.3203404	0.26
2503	3.326169091	0.26
2504	3.340758384	0.26
2505	3.364289	0.26
2506	3.395841111	0.26
2507	3.431002727	0.26
2508	3.4667248	0.26
2509	3.503105253	0.26
2510	3.5447532	0.26
2511	3.596656667	0.26
2512	3.664597273	0.26
2513	3.7572459	0.26
2514	3.868281111	0.26
2515	3.970580101	0.26
2516	4.046383	0.26
2517	4.095437273	0.26
2518	4.1265186	0.26
2519	4.151230303	0.26
2520	4.161587879	0.26
2521	4.146714	0.26
2522	4.109354242	0.26
2523	4.077523939	0.26
2524	4.0666766	0.26
2525	4.062620404	0.26
2526	4.0503902	0.26
2527	4.02820697	0.26
2528	3.994207778	0.26
2529	3.9504647	0.26
2530	3.896293333	0.26
2531	3.841296364	0.26
2532	3.7915871	0.26
2533	3.749647778	0.26
2534	3.7139476	0.26
2535	3.668698485	0.26
2536	3.606447879	0.26
2537	3.536323	0.26
2538	3.466964141	0.26
2539	3.411547475	0.26
2540	3.3612928	0.26
2541	3.305917879	0.26
2542	3.2480191	0.26
2543	3.190157172	0.26
2544	3.142712323	0.26
2545	3.109273	0.26
2546	3.09677	0.26
2547	3.1062148	0.26
2548	3.124782626	0.26
2549	3.152074949	0.26
2550	3.1807856	0.26
2551	3.208257576	0.26
2552	3.2341712	0.26
2553	3.260075152	0.26
2554	3.28910697	0.26
2555	3.3211058	0.26
2556	3.354080606	0.26
2557	3.387444848	0.26
2558	3.4159664	0.26
2559	3.436110505	0.26
2560	3.4512768	0.26
2561	3.466657273	0.26
2562	3.480394646	0.26
2563	3.4917808	0.26
2564	3.500627778	0.26
2565	3.505756667	0.26
2566	3.5094844	0.26
2567	3.513526465	0.26
2568	3.5115304	0.26
2569	3.506216364	0.26
2570	3.496016364	0.26
2571	3.4811272	0.26
2572	3.463594646	0.26
2573	3.444770303	0.26
2574	3.4242818	0.26
2575	3.400802727	0.26
2576	3.3750457	0.26
2577	3.349492222	0.26
2578	3.326235657	0.26
2579	3.3054717	0.26
2580	3.286228485	0.26
2581	3.266337778	0.26
2582	3.2436791	0.26
2583	3.218823939	0.26
2584	3.1955932	0.26
2585	3.179463333	0.26
2586	3.170190606	0.26
2587	3.1668104	0.26
2588	3.16874899	0.26
2589	3.175696364	0.26
2590	3.1866368	0.26
2591	3.201095758	0.26
2592	3.218267879	0.26
2593	3.241001	0.26
2594	3.267883333	0.26
2595	3.297257	0.26
2596	3.328610505	0.26
2597	3.363031515	0.26
2598	3.4026328	0.26
2599	3.44611	0.26
2600	3.489475657	0.26
2601	3.5301325	0.26
2602	3.567702424	0.26
2603	3.6040752	0.26
2604	3.640952727	0.26
2605	3.676893535	0.26
2606	3.7097878	0.26
2607	3.738090606	0.26
2608	3.758721818	0.26
2609	3.769836	0.26
2610	3.771052727	0.26
2611	3.76247	0.26
2612	3.745653838	0.26
2613	3.723601515	0.26
2614	3.6987566	0.26
2615	3.672322828	0.26
2616	3.645484444	0.26
2617	3.6173365	0.26
2618	3.587182727	0.26
2619	3.5554228	0.26
2620	3.523017677	0.26
2621	3.491433636	0.26
2622	3.461774	0.26
2623	3.433080303	0.26
2624	3.405719899	0.26
2625	3.38032	0.26
2626	3.35360697	0.26
2627	3.3243869	0.26
2628	3.294629394	0.26
2629	3.267464545	0.26
2630	3.2457247	0.26
2631	3.22937	0.26
2632	3.217895455	0.26
2633	3.211456	0.26
2634	3.211825556	0.26
2635	3.219953636	0.26
2636	3.2334584	0.26
2637	3.252661212	0.26
2638	3.2774886	0.26
2639	3.306459091	0.26
2640	3.337447071	0.26
2641	3.366104	0.26
2642	3.39208	0.26
2643	3.417154545	0.26
2644	3.4428516	0.26
2645	3.472070101	0.26
2646	3.5060736	0.26
2647	3.542962727	0.26
2648	3.578146566	0.26
2649	3.6079105	0.26
2650	3.634026667	0.26
2651	3.6587	0.26
2652	3.6813695	0.26
2653	3.701952929	0.26
2654	3.7170032	0.26
2655	3.722838384	0.26
2656	3.716523939	0.26
2657	3.696336	0.26
2658	3.662678687	0.26
2659	3.617697172	0.26
2660	3.5637096	0.26
2661	3.502812727	0.26
2662	3.4421411	0.26
2663	3.402334545	0.26
2664	3.371697576	0.26
2665	3.3466475	0.26
2666	3.3243	0.26
2667	3.303743232	0.26
2668	3.2827036	0.26
2669	3.260642222	0.26
2670	3.2387126	0.26
2671	3.216876061	0.26
2672	3.197575253	0.26
2673	3.179834	0.26
2674	3.164459293	0.26
2675	3.151944545	0.26
2676	3.1429922	0.26
2677	3.135884242	0.26
2678	3.129748384	0.26
2679	3.1259172	0.26
2680	3.122960303	0.26
2681	3.122802	0.26
2682	3.123330808	0.26
2683	3.124634848	0.26
2684	3.126734	0.26
2685	3.129911212	0.26
2686	3.133385556	0.26
2687	3.1369562	0.26
2688	3.141170707	0.26
2689	3.145569	0.26
2690	3.151146364	0.26
2691	3.157046465	0.26
2692	3.1636472	0.26
2693	3.17122404	0.26
2694	3.18017697	0.26
2695	3.1893586	0.26
2696	3.198778283	0.26
2697	3.207895	0.26
2698	3.217005556	0.26
2699	3.228143333	0.26
2700	3.2396641	0.26
2701	3.253070707	0.26
2702	3.26735697	0.26
2703	3.2828648	0.26
2704	3.30018	0.26
2705	3.31853	0.26
2706	3.337024848	0.26
2707	3.3555616	0.26
2708	3.376656768	0.26
2709	3.398564242	0.26
2710	3.4227532	0.26
2711	3.448196465	0.26
2712	3.476373	0.26
2713	3.504871111	0.26
2714	3.533937576	0.26
2715	3.5604864	0.26
2716	3.585789697	0.26
2717	3.608133939	0.26
2718	3.6290997	0.26
2719	3.645334545	0.26
2720	3.660366869	0.26
2721	3.6729552	0.26
2722	3.683051111	0.26
2723	3.6907372	0.26
2724	3.693831818	0.26
2725	3.694815152	0.26
2726	3.6921324	0.26
2727	3.688309697	0.26
2728	3.681455152	0.26
2729	3.6740888	0.26
2730	3.665970202	0.26
2731	3.6575767	0.26
2732	3.649099596	0.26
2733	3.640698182	0.26
2734	3.6324941	0.26
2735	3.624902121	0.26
2736	3.617578889	0.26
2737	3.6111127	0.26
2738	3.605154242	0.26
2739	3.6001564	0.26
2740	3.596583333	0.26
2741	3.595009192	0.26
2742	3.5969076	0.26
2743	3.601229394	0.26
2744	3.609176364	0.26
2745	3.6183002	0.26
2746	3.629156263	0.26
2747	3.6403866	0.26
2748	3.652390909	0.26
2749	3.666006263	0.26
2750	3.6808323	0.26
2751	3.695783939	0.26
2752	3.710562727	0.26
2753	3.7243729	0.26
2754	3.738011717	0.26
2755	3.7517088	0.26
2756	3.765316869	0.26
2757	3.779086667	0.26
2758	3.793219	0.26
2759	3.807786566	0.26
2760	3.822871919	0.26
2761	3.8381408	0.26
2762	3.853498182	0.26
2763	3.869172525	0.26
2764	3.8849548	0.26
2765	3.900036566	0.26
2766	3.9142927	0.26
2767	3.928076667	0.26
2768	3.941381717	0.26
2769	3.9541022	0.26
2770	3.965985556	0.26
2771	3.976952424	0.26
2772	3.9868525	0.26
2773	3.995466768	0.26
2774	4.0032216	0.26
2775	4.009804444	0.26
2776	4.015500909	0.26
2777	4.019998	0.26
2778	4.023439293	0.26
2779	4.025899293	0.26
2780	4.0275796	0.26
2781	4.02862697	0.26
2782	4.0290862	0.26
2783	4.029146364	0.26
2784	4.02901	0.26
